1,58,4.4469E7
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 92,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 93,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 94,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 95,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 96,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 97,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 98,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 99,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 100,ADC : 16,Val_Res (Ohm)161490000
